"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","PUBLISHSTATE (CODE)","PUBLISHSTATE (DISPLAY)","PUBLISHSTATE (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","SEX (CODE)","SEX (DISPLAY)","SEX (URL)","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2005","2005","","WPR","Western Pacific","","TON","Tonga","","MLE","Male","","51.8 [41.9-63.3]","51.80000","41.90000","63.30000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","TON","Tonga","","MLE","Male","","49.3 [36.7-60.1]","49.30000","36.70000","60.10000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","TON","Tonga","","MLE","Male","","48.4 [36.2-59.7]","48.40000","36.20000","59.70000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2015","2015","","WPR","Western Pacific","","TON","Tonga","","MLE","Male","","47.3 [32.9-62.3]","47.30000","32.90000","62.30000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2020","2020","","WPR","Western Pacific","","TON","Tonga","","MLE","Male","","45.6 [26.8-63.4]","45.60000","26.80000","63.40000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2025","2025","","WPR","Western Pacific","","TON","Tonga","","MLE","Male","","44.0 [23.8-67.9]","44.00000","23.80000","67.90000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2000","2000","","WPR","Western Pacific","","VNM","Viet Nam","","MLE","Male","","51.1 [39.1-64.7]","51.10000","39.10000","64.70000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2005","2005","","WPR","Western Pacific","","VNM","Viet Nam","","MLE","Male","","49.5 [38.3-58.5]","49.50000","38.30000","58.50000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","VNM","Viet Nam","","MLE","Male","","48.3 [39.8-58.6]","48.30000","39.80000","58.60000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","VNM","Viet Nam","","MLE","Male","","47.6 [38.3-57.2]","47.60000","38.30000","57.20000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2015","2015","","WPR","Western Pacific","","VNM","Viet Nam","","MLE","Male","","47.1 [35.7-58.5]","47.10000","35.70000","58.50000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2020","2020","","WPR","Western Pacific","","VNM","Viet Nam","","MLE","Male","","46.2 [32.8-62.2]","46.20000","32.80000","62.20000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2025","2025","","WPR","Western Pacific","","VNM","Viet Nam","","MLE","Male","","45.6 [28.9-67.7]","45.60000","28.90000","67.70000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2000","2000","","WPR","Western Pacific","","WSM","Samoa","","MLE","Male","","63.4 [40.0-87.6]","63.40000","40.00000","87.60000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2005","2005","","WPR","Western Pacific","","WSM","Samoa","","MLE","Male","","54.9 [39.5-70.8]","54.90000","39.50000","70.80000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","WSM","Samoa","","MLE","Male","","47.4 [36.6-61.0]","47.40000","36.60000","61.00000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","WSM","Samoa","","MLE","Male","","44.8 [33.5-57.9]","44.80000","33.50000","57.90000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2015","2015","","WPR","Western Pacific","","WSM","Samoa","","MLE","Male","","41.0 [29.6-54.6]","41.00000","29.60000","54.60000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2020","2020","","WPR","Western Pacific","","WSM","Samoa","","MLE","Male","","35.9 [21.9-51.7]","35.90000","21.90000","51.70000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2025","2025","","WPR","Western Pacific","","WSM","Samoa","","MLE","Male","","31.6 [16.3-49.5]","31.60000","16.30000","49.50000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2000","2000","","WPR","Western Pacific","","AUS","Australia","","FMLE","Female","","22.8 [17.9-27.3]","22.80000","17.90000","27.30000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2005","2005","","WPR","Western Pacific","","AUS","Australia","","FMLE","Female","","19.1 [15.7-22.7]","19.10000","15.70000","22.70000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","AUS","Australia","","FMLE","Female","","15.8 [12.8-18.4]","15.80000","12.80000","18.40000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","AUS","Australia","","FMLE","Female","","14.7 [12.2-17.5]","14.70000","12.20000","17.50000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2015","2015","","WPR","Western Pacific","","AUS","Australia","","FMLE","Female","","13.1 [10.3-15.7]","13.10000","10.30000","15.70000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2020","2020","","WPR","Western Pacific","","AUS","Australia","","FMLE","Female","","11.0 [8.4-13.7]","11.00000","8.40000","13.70000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2025","2025","","WPR","Western Pacific","","AUS","Australia","","FMLE","Female","","9.2 [6.4-11.6]","9.20000","6.40000","11.60000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2000","2000","","WPR","Western Pacific","","BRN","Brunei Darussalam","","FMLE","Female","","5.1 [2.5-8.6]","5.10000","2.50000","8.60000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2005","2005","","WPR","Western Pacific","","BRN","Brunei Darussalam","","FMLE","Female","","4.3 [2.1-7.3]","4.30000","2.10000","7.30000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","BRN","Brunei Darussalam","","FMLE","Female","","3.6 [1.6-6.6]","3.60000","1.60000","6.60000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","BRN","Brunei Darussalam","","FMLE","Female","","3.4 [1.3-6.0]","3.40000","1.30000","6.00000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2015","2015","","WPR","Western Pacific","","BRN","Brunei Darussalam","","FMLE","Female","","3.1 [1.0-5.7]","3.10000","1.00000","5.70000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2020","2020","","WPR","Western Pacific","","BRN","Brunei Darussalam","","FMLE","Female","","2.7 [0.8-5.3]","2.70000","0.80000","5.30000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2025","2025","","WPR","Western Pacific","","BRN","Brunei Darussalam","","FMLE","Female","","2.4 [0.5-5.0]","2.40000","0.50000","5.00000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2000","2000","","WPR","Western Pacific","","CHN","China","","FMLE","Female","","3.5 [2.6-4.5]","3.50000","2.60000","4.50000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2005","2005","","WPR","Western Pacific","","CHN","China","","FMLE","Female","","2.8 [2.1-3.4]","2.80000","2.10000","3.40000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","CHN","China","","FMLE","Female","","2.2 [1.7-2.6]","2.20000","1.70000","2.60000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","CHN","China","","FMLE","Female","","2.0 [1.6-2.4]","2.00000","1.60000","2.40000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2015","2015","","WPR","Western Pacific","","CHN","China","","FMLE","Female","","1.8 [1.3-2.2]","1.80000","1.30000","2.20000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2020","2020","","WPR","Western Pacific","","CHN","China","","FMLE","Female","","1.4 [0.9-1.9]","1.40000","0.90000","1.90000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2025","2025","","WPR","Western Pacific","","CHN","China","","FMLE","Female","","1.1 [0.7-1.6]","1.10000","0.70000","1.60000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2000","2000","","WPR","Western Pacific","","FJI","Fiji","","FMLE","Female","","15.2 [8.5-22.7]","15.20000","8.50000","22.70000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2005","2005","","WPR","Western Pacific","","FJI","Fiji","","FMLE","Female","","14.1 [8.5-21.4]","14.10000","8.50000","21.40000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","FJI","Fiji","","FMLE","Female","","13.1 [6.8-21.1]","13.10000","6.80000","21.10000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","FJI","Fiji","","FMLE","Female","","12.8 [6.1-20.9]","12.80000","6.10000","20.90000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2015","2015","","WPR","Western Pacific","","FJI","Fiji","","FMLE","Female","","12.4 [5.5-21.5]","12.40000","5.50000","21.50000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2020","2020","","WPR","Western Pacific","","FJI","Fiji","","FMLE","Female","","11.9 [4.2-22.4]","11.90000","4.20000","22.40000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2025","2025","","WPR","Western Pacific","","FJI","Fiji","","FMLE","Female","","11.4 [2.9-23.5]","11.40000","2.90000","23.50000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2000","2000","","WPR","Western Pacific","","JPN","Japan","","FMLE","Female","","14.4 [11.8-17.8]","14.40000","11.80000","17.80000","","","Cigarettes only"
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2005","2005","","WPR","Western Pacific","","JPN","Japan","","FMLE","Female","","13.0 [10.4-15.5]","13.00000","10.40000","15.50000","","","Cigarettes only"
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","JPN","Japan","","FMLE","Female","","11.7 [9.5-14.2]","11.70000","9.50000","14.20000","","","Cigarettes only"
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","JPN","Japan","","FMLE","Female","","11.3 [8.4-13.6]","11.30000","8.40000","13.60000","","","Cigarettes only"
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2015","2015","","WPR","Western Pacific","","JPN","Japan","","FMLE","Female","","10.6 [8.0-13.4]","10.60000","8.00000","13.40000","","","Cigarettes only"
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2020","2020","","WPR","Western Pacific","","JPN","Japan","","FMLE","Female","","9.6 [6.4-12.9]","9.60000","6.40000","12.90000","","","Cigarettes only"
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2025","2025","","WPR","Western Pacific","","JPN","Japan","","FMLE","Female","","8.7 [5.3-12.4]","8.70000","5.30000","12.40000","","","Cigarettes only"
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2000","2000","","WPR","Western Pacific","","KHM","Cambodia","","FMLE","Female","","8.1 [6.1-10.1]","8.10000","6.10000","10.10000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2005","2005","","WPR","Western Pacific","","KHM","Cambodia","","FMLE","Female","","5.7 [4.4-6.7]","5.70000","4.40000","6.70000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","KHM","Cambodia","","FMLE","Female","","4.0 [3.2-4.9]","4.00000","3.20000","4.90000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","KHM","Cambodia","","FMLE","Female","","3.5 [2.6-4.3]","3.50000","2.60000","4.30000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2015","2015","","WPR","Western Pacific","","KHM","Cambodia","","FMLE","Female","","2.8 [2.1-3.6]","2.80000","2.10000","3.60000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2020","2020","","WPR","Western Pacific","","KHM","Cambodia","","FMLE","Female","","2.0 [1.4-2.7]","2.00000","1.40000","2.70000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2025","2025","","WPR","Western Pacific","","KHM","Cambodia","","FMLE","Female","","1.4 [0.8-2.1]","1.40000","0.80000","2.10000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2000","2000","","WPR","Western Pacific","","KIR","Kiribati","","FMLE","Female","","51.1 [34.7-70.0]","51.10000","34.70000","70.00000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2005","2005","","WPR","Western Pacific","","KIR","Kiribati","","FMLE","Female","","47.1 [34.6-60.6]","47.10000","34.60000","60.60000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","KIR","Kiribati","","FMLE","Female","","43.7 [30.4-57.5]","43.70000","30.40000","57.50000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","KIR","Kiribati","","FMLE","Female","","42.6 [28.9-59.2]","42.60000","28.90000","59.20000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2015","2015","","WPR","Western Pacific","","KIR","Kiribati","","FMLE","Female","","40.9 [25.1-61.4]","40.90000","25.10000","61.40000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2020","2020","","WPR","Western Pacific","","KIR","Kiribati","","FMLE","Female","","38.8 [17.0-64.0]","38.80000","17.00000","64.00000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2025","2025","","WPR","Western Pacific","","KIR","Kiribati","","FMLE","Female","","36.8 [13.9-68.4]","36.80000","13.90000","68.40000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2000","2000","","WPR","Western Pacific","","KOR","Republic of Korea","","FMLE","Female","","5.6 [3.1-8.2]","5.60000","3.10000","8.20000","","","Cigarettes only"
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2005","2005","","WPR","Western Pacific","","KOR","Republic of Korea","","FMLE","Female","","5.0 [3.0-7.2]","5.00000","3.00000","7.20000","","","Cigarettes only"
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","KOR","Republic of Korea","","FMLE","Female","","4.6 [2.6-6.6]","4.60000","2.60000","6.60000","","","Cigarettes only"
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","KOR","Republic of Korea","","FMLE","Female","","4.4 [2.6-6.6]","4.40000","2.60000","6.60000","","","Cigarettes only"
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2015","2015","","WPR","Western Pacific","","KOR","Republic of Korea","","FMLE","Female","","4.2 [2.3-6.5]","4.20000","2.30000","6.50000","","","Cigarettes only"
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2020","2020","","WPR","Western Pacific","","KOR","Republic of Korea","","FMLE","Female","","3.8 [1.8-6.4]","3.80000","1.80000","6.40000","","","Cigarettes only"
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2025","2025","","WPR","Western Pacific","","KOR","Republic of Korea","","FMLE","Female","","3.6 [1.4-6.3]","3.60000","1.40000","6.30000","","","Cigarettes only"
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2000","2000","","WPR","Western Pacific","","LAO","Lao People's Democratic Republic","","FMLE","Female","","20.7 [14.5-26.7]","20.70000","14.50000","26.70000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2005","2005","","WPR","Western Pacific","","LAO","Lao People's Democratic Republic","","FMLE","Female","","15.7 [12.1-19.6]","15.70000","12.10000","19.60000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","LAO","Lao People's Democratic Republic","","FMLE","Female","","11.9 [9.0-15.3]","11.90000","9.00000","15.30000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","LAO","Lao People's Democratic Republic","","FMLE","Female","","10.7 [7.9-13.6]","10.70000","7.90000","13.60000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2015","2015","","WPR","Western Pacific","","LAO","Lao People's Democratic Republic","","FMLE","Female","","9.1 [6.2-12.0]","9.10000","6.20000","12.00000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2020","2020","","WPR","Western Pacific","","LAO","Lao People's Democratic Republic","","FMLE","Female","","7.0 [4.2-10.1]","7.00000","4.20000","10.10000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2025","2025","","WPR","Western Pacific","","LAO","Lao People's Democratic Republic","","FMLE","Female","","5.4 [2.7-8.2]","5.40000","2.70000","8.20000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2000","2000","","WPR","Western Pacific","","MNG","Mongolia","","FMLE","Female","","9.0 [6.1-12.1]","9.00000","6.10000","12.10000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2005","2005","","WPR","Western Pacific","","MNG","Mongolia","","FMLE","Female","","7.5 [5.8-9.5]","7.50000","5.80000","9.50000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","MNG","Mongolia","","FMLE","Female","","6.3 [5.1-7.9]","6.30000","5.10000","7.90000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","MNG","Mongolia","","FMLE","Female","","5.8 [4.5-7.4]","5.80000","4.50000","7.40000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2015","2015","","WPR","Western Pacific","","MNG","Mongolia","","FMLE","Female","","5.3 [3.8-6.8]","5.30000","3.80000","6.80000","","",""
